symbol,entrez,BRO-score (product),BRO-score (ABA6-2013),BRO-score (Kang-2011),cell-cell signaling,synaptic transmission,neuron differentiation,neuron projection development,generation of neurons,axon development,neuron development
SPAG4,6676,0.00298993,0.044141,0.0677359,,,,,,,
HEMGN,55363,0.00298919,0.0432101,0.0691781,,,,,,,
CD300LF,146722,0.00298871,0.0827921,0.0360989,,,,,,,
TGM5,9333,0.00298738,0.0480639,0.0621544,,,,,,,
SPG7,6687,0.00298684,0.027863,0.107198,,,,,,,
NBPF22P,285622,0.00298556,0.0835337,0.0357407,,,,,,,
NAIF1,203245,0.00298513,0.0476033,0.0627086,,,,,,,
C19orf68,374920,0.00298457,0.0394206,0.075711,,,,,,,
RHOH,399,0.0029833,0.0546999,0.0545394,,,,,,,
TNFRSF10C,8794,0.0029832,0.0793571,0.0375922,,,,,,,
TRIAP1,51499,0.0029824,0.058679,0.0508257,,,,,,,
KEL,3792,0.00298198,0.0361462,0.0824977,,,,,,,
MPHOSPH6,10200,0.00298147,0.0350149,0.0851485,,,,,,,
CCNK,8812,0.00298108,0.105225,0.0283304,,,,,,,
IPO7,10527,0.00298065,0.0441184,0.0675602,,,,,,,
VPS53,55275,0.00297802,0.257336,0.0115725,,,,,,,
SNIP1,79753,0.00297793,0.0687441,0.0433191,,,,,,,
IGBP1,3476,0.00297778,0.0869839,0.0342337,,,,,,,
BTN1A1,696,0.00297714,0.0331066,0.0899259,,,,,,,
TAB2,23118,0.00297705,0.0710747,0.0418863,,,,,,,
MS4A1,931,0.00297656,0.0521482,0.0570789,,,,,,,
DYRK1A,1859,0.00297651,0.0357345,0.0832951,,,,,,,
CCL19,6363,0.00297525,0.0510137,0.0583227,,,,,,,
ATP5G3,518,0.00297454,0.0758456,0.0392184,,,,,,,
CXorf21,80231,0.00297286,0.083197,0.0357327,,,,,,,
PRODH,5625,0.00297163,0.0555384,0.0535058,,,,,,,
CCR4,1233,0.00297161,0.0623446,0.0476642,,,,,X,,
ESRP2,80004,0.0029714,0.0586383,0.0506733,,,,,,,
NT5C2,22978,0.00297093,0.0935163,0.0317691,,,,,,,
CXCL10,3627,0.00297011,0.0557011,0.0533223,X,,,,,,
SSRP1,6749,0.00296785,0.0584206,0.0508014,,,,,,,
ING1,3621,0.00296625,0.0449617,0.0659729,,,,,,,
CTTN,2017,0.00296546,0.0880656,0.0336733,,,,,,,
CLDN8,9073,0.00296453,0.0691074,0.0428975,,,,,,,
C12orf40,283461,0.00296176,0.0520965,0.0568514,,,,,,,
SLC17A4,10050,0.00296058,0.0659197,0.0449119,,,,,,,
KIAA0226L,80183,0.00295966,0.0372373,0.0794811,,,,,,,
CHST4,10164,0.00295916,0.0522605,0.0566234,X,,,,,,
FBXO24,26261,0.00295881,0.0693215,0.0426824,,,,,,,
SPG21,51324,0.00295814,0.0972258,0.0304254,,,,,,,
OMP,4975,0.00295768,0.0396372,0.0746188,X,X,,,,,
KRT81,3887,0.00295655,0.0798403,0.0370308,,,,,,,
OR7G3,390883,0.0029553,0.0613547,0.0481674,,,,,,,
POLR2I,5438,0.00295469,0.0582218,0.0507488,,,,,,,
ABCB4,5244,0.00295289,0.0437579,0.0674824,,,,,,,
INSL3,3640,0.00295136,0.0785603,0.0375681,X,,,,,,
PCSK4,54760,0.00295028,0.237161,0.01244,,,,,,,
CETN3,1070,0.00294954,0.102972,0.028644,,,,,,,
UGGT1,56886,0.002946,0.069857,0.0421718,,,,,,,
EIF4EBP1,1978,0.00294581,0.0360425,0.0817316,,,,,,,
MYL9,10398,0.00294527,0.0456036,0.0645841,,,X,X,X,X,X
ADAM7,8756,0.00294504,0.0605333,0.0486516,,,,,,,
OR2F2,135948,0.00294469,0.0422331,0.0697247,,,,,,,
ENTPD7,57089,0.00294392,0.0327544,0.0898785,,,,,,,
RLN3,117579,0.00294372,0.0688554,0.0427523,,,,,,,
HIST1H3H,8357,0.00294144,0.127931,0.0229925,,,,,,,
OR5W2,390148,0.00293631,0.0764554,0.0384055,,,,,,,
GPR78,27201,0.00293474,0.0752913,0.0389785,,,,,,,
DOLK,22845,0.00293465,0.0607539,0.0483039,,,,,,,
UGT2B4,7363,0.00293457,0.0682679,0.042986,,,,,,,
NUF2,83540,0.00293438,0.0397525,0.0738164,,,,,,,
PDCD1LG2,80380,0.00293399,0.0849776,0.0345266,,,,,,,
MARVELD3,91862,0.00293385,0.13022,0.0225299,,,,,,,
FLJ43860,389690,0.00293287,0.150365,0.019505,,,,,,,
RUVBL1,8607,0.0029304,0.0328396,0.0892336,,,,,,,
HNRNPH2,3188,0.00292981,0.122444,0.0239277,,,,,,,
NF2,4771,0.00292942,0.0367138,0.0797905,,,,,,,
BPIFB1,92747,0.00292714,0.0525833,0.0556669,,,,,,,
LOC554207,554207,0.00292704,0.0262527,0.111495,,,,,,,
SERPINB7,8710,0.00292633,0.0389097,0.0752083,,,,,,,
ZNF696,79943,0.0029261,0.109694,0.026675,,,,,,,
MAGOH,4116,0.00292595,0.0249664,0.117195,,,,,,,
LETMD1,25875,0.00292516,0.0581153,0.0503337,,,,,,,
CD19,930,0.00292511,0.0802347,0.0364569,,,,,,,
FLJ90680,400926,0.00292494,0.0658815,0.044397,,,,,,,
MIB1,57534,0.00292432,0.0279445,0.104648,,,X,,X,,
ALDH16A1,126133,0.00292288,0.0755672,0.0386791,,,,,,,
PROKR2,128674,0.00292266,0.00962744,0.303576,,,,,,,
RABGGTB,5876,0.00292152,0.0478349,0.0610751,,,,,,,
TCL6,27004,0.00292076,0.0665708,0.0438745,,,,,,,
KRT20,54474,0.00291976,0.0464106,0.0629115,,,,,,,
ZDHHC17,23390,0.00291974,0.0479526,0.060888,,,,,,,
MAP4K5,11183,0.00291952,0.0996167,0.0293075,,,,,,,
HIST1H2BC,8347,0.00291942,0.0574791,0.0507909,,,,,,,
IFNK,56832,0.00291868,0.0534271,0.0546293,,,,,,,
CTAGE5,4253,0.00291852,0.0581595,0.0501812,,,,,,,
MFHAS1,9258,0.00291721,0.0455767,0.0640066,,,,,,,
PVRL2,5819,0.00291628,0.0845588,0.0344882,,,,,,,
CHAC2,494143,0.00291584,0.0643248,0.0453299,,,,,,,
SMG9,56006,0.0029151,0.0498728,0.0584507,,,,,,,
CDKN2AIPNL,91368,0.00291466,0.294611,0.00989327,,,,,,,
THG1L,54974,0.00291352,0.0605623,0.0481079,,,,,,,
DSTN,11034,0.00291298,0.0513966,0.0566764,,,,,,,
SUGP1,57794,0.00291219,0.0460495,0.0632404,,,,,,,
GLB1,2720,0.00291219,0.0896692,0.032477,,,,,,,
CYP8B1,1582,0.00291143,0.0722075,0.0403204,,,,,,,
BIK,638,0.00291093,0.0727385,0.0400191,,,,,,,
ACOXL,55289,0.00291014,0.12449,0.0233764,,,,,,,
MLH1,4292,0.0029098,0.0532872,0.054606,,,,,,,
CST8,10047,0.00290968,0.0521434,0.0558016,,,,,,,
UNQ6975,400952,0.00290743,0.0660042,0.0440492,,,,,,,
GPX8,493869,0.00290734,0.0566286,0.0513405,,,,,,,
ZGPAT,84619,0.00290667,0.0316745,0.091767,,,,,,,
GABRR2,2570,0.00290513,0.051437,0.0564795,X,X,X,,X,,X
CCDC130,81576,0.00290416,0.0594016,0.0488903,,,,,,,
MAN1B1,11253,0.00290398,0.0657613,0.0441595,,,,,,,
SLC22A2,6582,0.0029032,0.0408023,0.071153,X,X,,,,,
CAPN11,11131,0.00290281,0.0737639,0.0393528,,,,,,,
USP51,158880,0.00290265,0.129451,0.0224228,,,,,,,
CUL5,8065,0.00290258,0.0443487,0.065449,,,,,,,
DSC3,1825,0.00290239,0.0396275,0.0732419,,,,,,,
EYS,346007,0.00290113,0.0430402,0.0674052,,,,,,,
CSF3,1440,0.00290025,0.0409595,0.0708077,,,,,,,
C15orf44,81556,0.00290022,0.0668989,0.0433523,,,,,,,
SLCO6A1,133482,0.00289942,0.0339529,0.0853954,,,,,,,
KISS1R,84634,0.002899,0.0726477,0.039905,X,X,,,,,
DCAF7,10238,0.00289797,0.0595293,0.0486815,,,,,,,
HYAL4,23553,0.00289784,0.0433505,0.0668469,,,,,,,
LUM,4060,0.00289772,0.0633808,0.0457192,,,,,,,
BTG4,54766,0.00289746,0.0538489,0.0538072,,,X,,X,,
PRPF18,8559,0.00289682,0.0515142,0.0562334,,,,,,,
ATP6V0D1,9114,0.00289557,0.0200564,0.144371,,,,,,,
CXCR6,10663,0.00289519,0.0608462,0.0475821,,,,,,,
HDHD1,8226,0.00289403,0.139534,0.0207406,,,,,,,
IGFL1,374918,0.00289313,0.0492861,0.0587007,,,,,,,
SLC17A9,63910,0.00289155,0.068746,0.0420613,,,,,,,
LYZ,4069,0.00289053,0.0621478,0.0465106,,,,,,,
UGT2A1,10941,0.00288835,0.0439012,0.0657919,,,,,,,
GMFB,2764,0.00288607,0.07747,0.0372541,,,,,,,
OR10A5,144124,0.00288495,0.0475741,0.0606412,,,,,,,
C22orf46,79640,0.0028846,0.0246645,0.116953,,,,,,,
SLC17A1,6568,0.00288442,0.0711467,0.0405419,,,,,,,
XAGE5,170627,0.00288396,0.0420234,0.0686274,,,,,,,
GPR87,53836,0.00288278,0.0487203,0.0591701,,,,,,,
IDO1,3620,0.00287988,0.0435857,0.0660739,,,,,,,
ACE2,59272,0.0028783,0.044311,0.0649568,,,,,,,
SCTR,6344,0.0028769,0.0380324,0.0756434,,,,,,,
IL1R1,3554,0.00287635,0.034329,0.0837877,,,,,,,
SLC30A8,169026,0.0028746,0.0461339,0.06231,X,,,,,,
PKD1L1,168507,0.00287436,0.0556435,0.0516567,,,,,,,
GTF2H3,2967,0.00287365,0.0424027,0.0677704,,,,,,,
TRAM1,23471,0.00287333,0.0765291,0.0375456,,,,,,,
DNAAF3,352909,0.00287198,0.0457399,0.0627893,,,,,,,
PIKFYVE,200576,0.00287164,0.0336767,0.0852708,,,,,,,
TSSK3,81629,0.00287136,0.0444919,0.0645367,,,,,,,
TBC1D15,64786,0.00287107,0.0686474,0.0418234,,,,,,,
BPIFA1,51297,0.00287008,0.0379882,0.0755518,,,,,,,
SPTLC1,10558,0.0028688,0.0957196,0.0299708,,,,,,,
F7,2155,0.00286877,0.0488652,0.0587079,,,,,,,
ATP5A1,498,0.0028679,0.024371,0.117677,,,,,,,
SCIMP,388325,0.00286513,0.0830856,0.0344841,,,,,,,
LTV1,84946,0.0028651,0.0494989,0.0578822,,,,,,,
TACC3,10460,0.00286501,0.0467671,0.0612614,,,,,,,
SLC50A1,55974,0.00286439,0.134644,0.0212739,,,,,,,
GALC,2581,0.00286377,0.0536296,0.053399,,,,,,,
TAS2R20,259295,0.00286365,0.157432,0.0181897,,,,,,,
RASGRP4,115727,0.0028619,0.0369264,0.0775027,,,,,,,
POLR2C,5432,0.00286093,0.03821,0.074874,,,,,,,
ATP6V0D2,245972,0.00286079,0.0477775,0.0598773,,,,,,,
PSMA8,143471,0.00286051,0.0541774,0.052799,,,,,,,
SPIN2A,54466,0.00286026,0.0725736,0.0394118,,,,,,,
BTG2,7832,0.00285906,0.102126,0.0279954,,,X,X,X,,X
ANXA7,310,0.00285759,0.0619254,0.0461457,,,,,,,
ICAM4,3386,0.00285759,0.0492526,0.0580191,,,,,,,
MZF1,7593,0.00285321,0.12724,0.0224239,,,,,,,
DLL4,54567,0.00285275,0.0284826,0.100158,,,X,,X,,
ZNF257,113835,0.00285207,0.0620354,0.0459749,,,,,,,
PODN,127435,0.00285125,0.0385548,0.0739531,,,,,,,
TREML2,79865,0.00285038,0.058011,0.0491352,,,,,,,
KRTAP2-2,728279,0.00284966,0.0587928,0.0484695,,,,,,,
PSMC3IP,29893,0.00284888,0.034032,0.0837119,,,,,,,
TBPL1,9519,0.0028477,0.106776,0.0266697,,,,,,,
C16orf71,146562,0.00284661,0.0579741,0.0491015,,,,,,,
ZNF225,7768,0.00284614,0.0451808,0.0629944,,,,,,,
C1orf114,57821,0.00284596,0.05484,0.0518957,,,,,,,
VTCN1,79679,0.00284374,0.053446,0.0532078,,,,,,,
MBD3,53615,0.00284317,0.130161,0.0218434,,,,,,,
GPR150,285601,0.00284289,0.0468942,0.0606234,,,,,,,
PPIE,10450,0.00284001,0.0620214,0.0457908,,,,,,,
FBXO22,26263,0.00283981,0.035211,0.0806514,,,,,,,
ZNF510,22869,0.00283909,0.027816,0.102067,,,,,,,
MBLAC2,153364,0.00283895,0.0818609,0.0346801,,,,,,,
POLR1A,25885,0.00283681,0.0890899,0.0318422,,,,,,,
USP50,373509,0.00283675,0.0559653,0.0506876,,,,,,,
CPB2,1361,0.00283641,0.0478275,0.059305,,,,,,,
GIPC2,54810,0.00283587,0.0613967,0.0461893,,,,,,,
CNBD1,168975,0.00283561,0.0416258,0.0681214,,,,,,,
TMEM205,374882,0.00283447,0.092902,0.0305103,,,,,,,
IFNA10,3446,0.00283443,0.0435893,0.0650259,,,,,,,
LINC00308,54143,0.00283115,0.0608596,0.0465195,,,,,,,
BCL2L12,83596,0.00283021,0.0853807,0.0331481,,,,,,,
LINC00346,283487,0.00283006,0.0623042,0.0454232,,,,,,,
CNGA3,1261,0.00282991,0.0775858,0.0364745,,,X,,X,,X
C4BPB,725,0.00282852,0.0773911,0.0365485,,,,,,,
ADPRH,141,0.00282765,0.0842307,0.0335703,,,,,,,
PGK1,5230,0.00282676,0.0630383,0.044842,,,,,,,
ABI1,10006,0.00282649,0.054368,0.051988,,,,,,,
OTUD5,55593,0.00282576,0.0505376,0.055914,,,,,,,
DSCR3,10311,0.00282491,0.0289148,0.0976976,,,,,,,
C16orf72,29035,0.00282451,0.0550681,0.0512911,,,,,,,
BTBD2,55643,0.00282433,0.042094,0.0670958,,,,,,,
SLC11A2,4891,0.00282266,0.0496919,0.0568032,,,X,X,X,,X
MYO15B,80022,0.00282204,0.031481,0.0896428,,,,,,,
MLNR,2862,0.00282171,0.130421,0.0216355,,,,,,,
EIF2B2,8892,0.00282146,0.0455756,0.0619073,,,,,,,
MSH3,4437,0.00282109,0.0751499,0.0375395,,,,,,,
HES7,84667,0.00282107,0.0554079,0.0509145,,,,,,,
DPPA3,359787,0.00282093,0.0326788,0.086323,,,,,,,
C6orf201,404220,0.0028203,0.0717331,0.0393166,,,,,,,
MCM9,254394,0.00281972,0.0622371,0.0453062,,,,,,,
JAKMIP3,282973,0.00281943,0.0518988,0.0543255,,,,,,,
ZNHIT1,10467,0.00281931,0.205895,0.013693,,,,,,,
SLC35B3,51000,0.00281897,0.0937388,0.0300727,,,,,,,
SMARCE1,6605,0.00281832,0.18204,0.0154819,,,,,,,
KRTAP4-1,85285,0.00281815,0.0757105,0.0372227,,,,,,,
KCNK18,338567,0.00281692,0.0526935,0.0534586,X,X,,,,,
TBL3,10607,0.00281661,0.0486318,0.057917,,,,,,,
POLRMT,5442,0.00281587,0.0537858,0.0523534,,,,,,,
OR4S1,256148,0.00281551,0.0325119,0.0865992,,,,,,,
CTU1,90353,0.00281519,0.0515117,0.0546515,,,,,,,
GSTTP1,25774,0.00281422,0.0881112,0.0319394,,,,,,,
LMLN,89782,0.00281376,0.152696,0.0184272,,,,,,,
BET1L,51272,0.00281336,0.162383,0.0173254,,,,,,,
ATP5B,506,0.00281303,0.0254544,0.110512,,,,,,,
FTMT,94033,0.00281246,0.0578326,0.048631,,,,,,,
TM4SF4,7104,0.00281196,0.0529661,0.0530897,,,,,,,
PSMB5,5693,0.00281118,0.0508692,0.0552628,,,,,,,
RAB21,23011,0.00281115,0.147188,0.0190991,,,,,,,
NR5A2,2494,0.00281085,0.0411781,0.0682609,,,,,,,
C11orf83,790955,0.00280859,0.0589302,0.0476596,,,,,,,
DYNC1I1,1780,0.00280772,0.0542276,0.0517765,,,,,,,
PRKAB1,5564,0.00280713,0.0432397,0.0649202,,,,,,,
OR8H1,219469,0.0028069,0.0432493,0.0649005,,,,,,,
FCGR3A,2214,0.0028064,0.0305173,0.0919607,,,,,,,
NXPE1,120400,0.0028059,0.0623538,0.0449997,,,,,,,
OR7C1,26664,0.00280509,0.0550931,0.0509154,,,,,,,
ZNF511,118472,0.00280395,0.0667871,0.0419834,,,,,,,
GSPT2,23708,0.00280385,0.033311,0.084172,,,,,,,
OR5B12,390191,0.00280349,0.0465925,0.0601704,,,,,,,
PUS7L,83448,0.00280303,0.122747,0.0228358,,,,,,,
TUBAL3,79861,0.00280129,0.0621478,0.0450747,,,,,,,
DNAJC19,131118,0.00280126,0.294055,0.00952633,,,,,,,
VNN2,8875,0.00280114,0.0441415,0.0634582,,,,,,,
EPGN,255324,0.00280029,0.077904,0.0359454,,,,,,,
SIGLEC7,27036,0.00279955,0.0605493,0.0462359,,,,,,,
STAT2,6773,0.00279949,0.0749515,0.0373507,,,,,,,
ALX3,257,0.00279877,0.073281,0.0381923,,,,,,,
HSD17B2,3294,0.00279852,0.0322453,0.0867884,,,,,,,
TSEN34,79042,0.00279697,0.164789,0.016973,,,,,,,
SLC14A2,8170,0.00279677,0.0490339,0.0570374,,,,,,,
OR8H3,390152,0.00279601,0.0632592,0.0441993,,,,,,,
RPUSD1,113000,0.00279503,0.0766049,0.0364863,,,,,,,
TAAR2,9287,0.00279408,0.0676156,0.041323,,,,,,,
CHCHD10,400916,0.00279266,0.257898,0.0108285,,,,,,,
LINC00189,193629,0.00279203,0.0508623,0.054894,,,,,,,
C20orf85,128602,0.00279194,0.0883341,0.0316066,,,,,,,
ZBTB17,7709,0.00279035,0.048775,0.0572087,,,,,,,
AQP8,343,0.00279027,0.0402658,0.0692964,,,,,,,
STATH,6779,0.00278976,0.0508552,0.054857,,,,,,,
NLRX1,79671,0.00278856,0.0336694,0.0828218,,,,,,,
EGLN1,54583,0.00278723,0.0628656,0.0443363,,,,,,,
HNRNPAB,3182,0.00278651,0.0235472,0.118337,,,,,,,
SLC4A2,6522,0.00278518,0.0429316,0.0648747,,,,,,,
HPGDS,27306,0.00278483,0.0829745,0.0335624,,,,,,,
DDAH2,23564,0.0027845,0.0951115,0.0292762,,,,,,,
MLF2,8079,0.00278418,0.0244861,0.113705,,,,,,,
GNG11,2791,0.0027834,0.130066,0.0213999,,,,,,,
SLC18A1,6570,0.00278305,0.0825073,0.033731,X,X,,,,,
THYN1,29087,0.00278296,0.0488764,0.0569387,,,,,,,
C11orf21,29125,0.00278276,0.0441196,0.063073,,,,,,,
CCL5,6352,0.00278038,0.0646203,0.0430264,X,,X,,X,,
ACSF3,197322,0.00278001,0.0233096,0.119264,,,,,,,
FAM186B,84070,0.00277916,0.0512583,0.0542188,,,,,,,
LINC00518,221718,0.00277761,0.0476071,0.0583444,,,,,,,
ADIPOR1,51094,0.00277421,0.104774,0.026478,,,,,,,
LCN12,286256,0.00277371,0.0837799,0.0331071,,,,,,,
PAM16,51025,0.0027725,0.167337,0.0165684,,,,,,,
HLA-DPA1,3113,0.00277135,0.0502008,0.0552053,,,,,,,
MYOG,4656,0.00277077,0.0810598,0.0341818,,,,,,,
CHURC1,91612,0.00277032,0.0848857,0.0326359,,,,,,,
MACC1,346389,0.00276981,0.0772067,0.0358753,,,,,,,
MLYCD,23417,0.00276974,0.0438846,0.0631142,,,,,,,
NIPSNAP1,8508,0.00276834,0.0985954,0.0280778,,,,,,,
IRX6,79190,0.00276684,0.089266,0.0309955,,,,,,,
A2LD1,87769,0.00276605,0.0874956,0.0316136,,,,,,,
TBCD,6904,0.00276561,0.0314808,0.0878509,,,,,,,
UBR3,130507,0.00276387,0.0591731,0.0467081,,,,,,,
MYH4,4622,0.00276035,0.0351806,0.0784622,,,,,,,
MRPL23,6150,0.00275974,0.156251,0.0176622,,,,,,,
CYP2F1,1572,0.00275943,0.0459815,0.0600118,,,,,,,
HIC2,23119,0.00275932,0.172891,0.0159599,,,,,,,
PDHA1,5160,0.00275773,0.0305898,0.0901519,,,,,,,
FANCI,55215,0.00275527,0.0557001,0.0494661,,,,,,,
CLP1,10978,0.00275483,0.12415,0.0221895,,,,,,,
C16orf7,9605,0.00275466,0.0504088,0.0546464,,,,,,,
RABEP2,79874,0.00275325,0.0866901,0.0317597,,,,,,,
GPANK1,7918,0.00275219,0.0357393,0.0770074,,,,,,,
RAP2C,57826,0.00275028,0.0735935,0.0373713,,,,,,,
SLC39A2,29986,0.00274927,0.0595245,0.0461871,,,,,,,
FAM83E,54854,0.00274922,0.12331,0.0222952,,,,,,,
CLDN4,1364,0.00274877,0.0992931,0.0276834,,,,,,,
KRTAP4-5,85289,0.00274796,0.0400985,0.0685302,,,,,,,
ABCB11,8647,0.00274644,0.0391001,0.0702411,,,,,,,
XRCC2,7516,0.0027454,0.0645801,0.0425116,,,,,X,,
TIE1,7075,0.00274483,0.119162,0.0230344,,,,,,,
TIPARP,25976,0.00274482,0.106876,0.0256823,,,,,,,
SFN,2810,0.00274368,0.099255,0.0276428,,,,,,,
DHRS9,10170,0.00274101,0.0665896,0.0411628,,,,,,,
XKR3,150165,0.00274061,0.0319772,0.085705,,,,,,,
SYNCRIP,10492,0.00273827,0.118388,0.0231296,,,,,,,
NLRC5,84166,0.00273662,0.0319817,0.0855684,,,,,,,
SMARCD3,6604,0.0027334,0.0884971,0.0308869,,,,,X,,
GALK1,2584,0.00273221,0.112505,0.0242852,,,,,,,
FAM176A,84141,0.00273028,0.0651002,0.0419396,,,,,,,
SHH,6469,0.00273019,0.0239327,0.114078,X,,X,X,X,X,X
SH3TC1,54436,0.00272959,0.0427789,0.0638069,,,,,,,
INSL6,11172,0.00272949,0.0309716,0.0881287,,,,,,,
SLC44A2,57153,0.00272816,0.0320012,0.0852517,,,,,,,
GLIPR1L2,144321,0.00272746,0.0840224,0.0324611,,,,,,,
C12orf59,120939,0.00272703,0.0434158,0.0628119,,,,,,,
TSFM,10102,0.002726,0.0499731,0.0545492,,,,,,,
OR10A2,341276,0.00272451,0.11695,0.0232964,,,,,,,
SPZ1,84654,0.00272381,0.0537276,0.0506967,,,,,,,
DSPP,1834,0.00272324,0.0485265,0.0561187,,,,,,,
HCG8,100507399,0.0027222,0.0340847,0.0798656,,,,,,,
KRT73,319101,0.00272149,0.0611328,0.0445176,,,,,,,
OR5R1,219479,0.00272147,0.0598384,0.0454803,,,,,,,
MTRF1,9617,0.0027208,0.0695047,0.0391455,,,,,,,
POLR3B,55703,0.00272071,0.0793146,0.0343027,,,,,,,
SPTA1,6708,0.0027181,0.0495391,0.0548679,,,X,X,X,X,X
HGS,9146,0.00271744,0.055366,0.0490814,,,,,,,
DHX30,22907,0.00271717,0.0219376,0.123859,,,,,,,
MYPN,84665,0.00271542,0.0208817,0.130038,,,,,,,
RTP2,344892,0.00271408,0.057984,0.0468075,,,,,,,
PSORS1C2,170680,0.00271404,0.0753279,0.0360297,,,,,,,
SLC25A31,83447,0.00271338,0.0548332,0.0494843,,,,,,,
CNOT1,23019,0.00271009,0.0324695,0.0834656,,,,,,,
DUOX2,50506,0.00270966,0.069317,0.0390909,,,,,,,
CREBRF,153222,0.00270935,0.0474567,0.057091,,,,,,,
GPX2,2877,0.00270767,0.0329551,0.0821622,,,,,,,
PROL1,58503,0.00270756,0.0726943,0.0372458,,,,,,,
RFX2,5990,0.0027073,0.0317759,0.0852,,,,,,,
ABRA,137735,0.00270547,0.0659916,0.0409972,,,,,,,
DCAF12,25853,0.00270415,0.0494377,0.0546981,,,,,,,
TSR3,115939,0.00270368,0.0325823,0.0829799,,,,,,,
BTF3L4,91408,0.00270256,0.0441636,0.0611942,,,,,,,
CWH43,80157,0.00270199,0.0504235,0.0535859,,,,,,,
CHMP1A,5119,0.00270162,0.17602,0.0153483,,,,,,,
C19orf44,84167,0.00269962,0.0232441,0.116142,,,,,,,
CKB,1152,0.00269951,0.0473915,0.056962,,,,,,,
NDUFA9,4704,0.002699,0.0436759,0.0617961,,,,,,,
TFF3,7033,0.00269884,0.0950981,0.0283795,,,,,,,
SAP18,10284,0.00269845,0.0421932,0.0639546,,,,,,,
SLC38A2,54407,0.00269778,0.08284,0.0325662,X,X,,,,,
ACBD4,79777,0.00269625,0.0574706,0.0469153,,,,,,,
MAT2A,4144,0.00269608,0.0394418,0.068356,,,,,,,
YWHAE,7531,0.00269582,0.145803,0.0184895,,,,,X,,
BRMS1,25855,0.00269432,0.105041,0.0256501,,,,,,,
QPCTL,54814,0.00269201,0.0686253,0.0392277,,,,,,,
NUPL1,9818,0.00269161,0.0604244,0.044545,,,,,,,
LCN9,392399,0.00269104,0.038816,0.0693282,,,,,,,
OR6K2,81448,0.00268924,0.0467819,0.0574845,,,,,,,
CD200R1L,344807,0.00268899,0.0549942,0.048896,,,,,,,
POLR1E,64425,0.00268877,0.0431438,0.0623212,,,,,,,
XIRP1,165904,0.0026878,0.0939941,0.0285955,,,,,,,
SIGLEC10,89790,0.00268779,0.163108,0.0164786,,,,,,,
MGC39584,441058,0.00268673,0.0558039,0.0481459,,,,,,,
NCOA4,8031,0.00268656,0.296026,0.00907544,,,,,,,
VMP1,81671,0.0026864,0.117697,0.0228248,,,,,,,
DHRS2,10202,0.00268638,0.0703932,0.0381625,,,,,,,
CDH17,1015,0.00268551,0.0570122,0.0471041,,,,,,,
SWSAP1,126074,0.00268501,0.142401,0.0188553,,,,,,,
POLR2L,5441,0.00268448,0.0930033,0.0288643,,,,,,,
ZBTB3,79842,0.00268392,0.0887436,0.0302435,,,,,,,
IL1R2,7850,0.00268364,0.0549939,0.0487989,,,,,,,
APOF,319,0.0026824,0.0559544,0.047939,,,,,,,
BEX2,84707,0.00268221,0.122636,0.0218712,,,,,,,
NOTCH4,4855,0.00268066,0.0994337,0.0269593,,,,,,,
SETD7,80854,0.00268018,0.0228735,0.117174,,,,,,,
NAA50,80218,0.00267963,0.050432,0.0531336,,,,,,,
TECTB,6975,0.00267875,0.0598146,0.0447843,,,,,,,
VWA2,340706,0.00267862,0.0629239,0.0425692,,,,,,,
ZNF26,7574,0.00267703,0.0802766,0.0333476,,,,,,,
ZSCAN4,201516,0.00267696,0.0716767,0.0373478,,,,,,,
ADAMTS14,140766,0.00267423,0.0840263,0.0318262,,,,,,,
BOLL,66037,0.00267406,0.048482,0.0551558,,,,,,,
GZMH,2999,0.0026724,0.0648701,0.0411961,,,,,,,
PAIP2,51247,0.00267185,0.0422774,0.0631981,X,X,,,,,
MAD2L1BP,9587,0.00267164,0.0575709,0.046406,,,,,,,
KHDC1,80759,0.00267055,0.0500524,0.0533551,,,,,,,
INO80E,283899,0.00267048,0.062707,0.0425866,,,,,,,
ENPEP,2028,0.00267046,0.0279227,0.0956377,X,,,,,,
CELA1,1990,0.00266983,0.0397096,0.067234,,,,,,,
TMEM99,147184,0.00266974,0.0683935,0.039035,,,,,,,
EDEM3,80267,0.00266911,0.0522537,0.0510798,,,,,,,
LCE1B,353132,0.00266712,0.0702741,0.0379532,,,,,,,
MED28,80306,0.00266558,0.093788,0.0284213,,,,,,,
LALBA,3906,0.00266526,0.0559858,0.047606,X,,,,,,
DDIT3,1649,0.00266378,0.075248,0.0353999,,,,,,,
SMARCD1,6602,0.0026616,0.0298164,0.0892662,,,,,,,
LAT2,7462,0.00266108,0.0490356,0.0542683,,,,,,,
FYTTD1,84248,0.00265947,0.0396506,0.0670726,,,,,,,
LPAL2,80350,0.00265917,0.0933648,0.0284815,,,,,,,
C20orf201,198437,0.0026582,0.0803304,0.0330908,,,,,,,
OR2S2,56656,0.00265784,0.0536729,0.0495193,,,,,,,
OR13C2,392376,0.00265655,0.050282,0.0528331,,,,,,,
ANKRD17,26057,0.00265641,0.0365159,0.0727466,,,,,,,
OR12D3,81797,0.00265528,0.0566447,0.046876,,,,,,,
COASY,80347,0.00265375,0.0651351,0.0407423,,,,,,,
C1orf50,79078,0.00265332,0.0841546,0.0315291,,,,,,,
TSG101,7251,0.00265331,0.0420187,0.063146,,,,,,,
LOC100128035,100128035,0.00265138,0.0548057,0.0483777,,,,,,,
